"haul_log_key","gear_log_key","haul_number","gear_code","was_haul_observed","was_catch","was_incidental_take","weather_description","weather_description_desc","wind_speed","wind_direction","wave_height","reverse_haul","gear_condition","gear_condition_desc","mainline_length","set_speed","bottom_depth_minimum","bottom_depth_maximum","hook_depth_minimum","hook_depth_maximum","total_additional_weight","target_species","target_species_desc","soak_duration","were_floats_used","number_of_floats","were_light_sticks_used","number_light_sticks","were_rattlers_used","number_rattlers","were_surf_lites_used","number_surf_lites","were_sat_buoys_used","number_satellite_buoys","were_radio_beacons_used","number_radio_beacons","were_radar_reflectors_used","number_radar_reflectors","additional_line_weights_used","number_additional_line_weights","number_hooks_set","number_hooks_lost","number_hooks_tended","number_hooks_rebaited","begin_set_date","begin_set_dt","begin_set_time","end_set_date","end_set_dt","end_set_time","begin_haul_date","begin_haul_dt","begin_haul_time","end_haul_date","end_haul_dt","end_haul_time","begin_set_latitude","begin_set_latitude_minutes","begin_set_latitude_hemisphere","end_set_latitude","end_set_latitude_minutes","end_set_latitude_hemisphere","begin_haul_latitude","begin_haul_latitude_minutes","begin_haul_latitude_hemisphere","end_haul_latitude","end_haul_latitude_minutes","end_haul_latitude_hemisphere","begin_set_longitude","begin_set_longitude_minutes","begin_set_longitude_hemisphere","end_set_longitude","end_set_longitude_minutes","end_set_longitude_hemisphere","begin_haul_longitude","begin_haul_longitude_minutes","begin_haul_longitude_hemispher","end_haul_longitude","end_haul_longitude_minutes","end_haul_longitude_hemisphere","begin_set_temperature","end_set_temperature","begin_haul_temperature","end_haul_temperature","set_duration","haul_lost_time","haul_duration","fishing_area","experimental_treatment","comments","is_experiment","created_by_user_id","created_date","modified_by_user_id","modified_date","number_hooks_bent","trip_number","string_number","bait1","bait_kind_1","bait_number_used_1","bait2","bait_kind_2","bait_number_used_2","bait3","bait_kind_3","bait_number_used_3","lat_bh","lon_bh","lat_eh","lon_eh","lat_bs","lon_bs","lat_es","lon_es","date","year","month","dolphin_fish_mahi_mahi","shark_dusky","shark_thresher_bigeye","sharks","swordfish","tuna_yellowfin","marlin_white","sailfish","shark_blacktip","shark_night","wahoo","shark_hammerhead_scalloped","shark_mako_shortfin","barracudas","puffers","billfish","bonito_atlantic","escolar","marlin_blue","shark_bignose","shark_tiger","tuna_blackfin","oilfish","rays_skates","shark_blue","shark_oceanic_whitetip","tuna_albacore","tuna_bigeye","tuna_bluefin","lancetfish","tunas","mackerel_snake","shark_bull","shark_mako_longfin","pomfrets","sea_turtle_leatherback","shark_silky","shark_thresher","skipjack","sea_turtle_loggerhead","remora","pilot_whale","shark_hammerhead_smooth","shark_hammerhead","shearwater_great","unknown","stingray_pelagic","ray_mobulid","sunfishes","shark_porbeagle","goosefish","sharks_mako","spearfish_roundscale","shark_sandbar","sunfish_sharptail","shark_requiem","shark_cookiecutter","white_marlin_roundscale_spear","dolphin_bottlenose","shark_spinner","amberjacks","mackerel_king","uncoded_animal","sunfish_ocean","cobia","shark_hammerhead_great","dolphin_pantropic_spotted","little_tunny","cigarfish_bigeye","jacks","shark_dogfish","misc","cutlass_fish","birds","squids","dolphin_rissos","dealfish","spearfish_longbill","shark_caribbean_reef","bluefish","turtles","spearfishes","marine_mammal","dolphins","shark_finetooth","runner_rainbow","shark_atlantic_sharpnose","shark_thresher_common","grouper_snowy","grouper_yellowedge","mackerel_chub","tripletail","shark_dogfish_smooth","cutlassfish_atlantic","red_snapper","ridley_olive","shark_crocodile","shark_dogfish_spiny","whale_pilot_shortfin","pilotfish","shark_whale","shark_basking","shark_mackerel","opah","shark_blacknose","shark_sand_tiger","gull_herring","gull_laughing","whale_minke","pelican_brown","dolphin_common","louvar","jack_bluerunner","whale_sperm","gannet_northern","dolphin_atlantic_spotted","snapper_blackfin","dolphin_spinner_shortbeak","sea_turtle_hawksbill","tilefish_golden","shark_nurse","shark_sharpnose_sevengill","tilefish_gray_blueline","whale_false_killer","northern_fulmar","banded_rudderfish","whale_beaked","shearwater_corys","sea_turtle_green","tarpon","triggerfish","halibut_atlantic","whale_pygmy_sperm","grenadiers","dogfish_velvet","sea_turtle_kemp_s_ridley","harbor_porpoise","shark_gulper_little","mackerel_atlantic","rough_toothed_dolphin","eel_king_snake","shearwaters","mackerel_frigate","drum_red","great_black_backed_gull","grouper_warsaw","whale_pilot_longfin","eel_conger","jaeger_parasitic_jaeger","whales","gulls","whale_killer","hakes","sea_bass_black","shark_great_white","ray_chilean_devil","whale_dwarf_pygmy_sperm","shark_cow_sharks","ray_manta","rosefish_black_bellied","lobsters","sea_anemones","sea_stars","ray_mobula","sea_cucumber","shark_gulper","jack_crevalle","ray_giant_devil","ray_spotted_eagle","crab","na","dolphin_blackfish","mlotst","so","thetao","uo","vo","zos","thetao_150m","thetao_500m","sst_anomaly","ssh_anomaly","chl","front_z","tke","eke","dfrom_shore","depth","moon_angle","begin_set_date_2","end_set_date_2","sunrise","sunset","day_hours","night_hours","intersects_canyon","hooks_rule","x","y"
276637,62782,1,"675",1,1,0,"02","PARTLY CLOUDY","15","315",5,1,"66","PARTED OFF. GEAR RECOVERED",32.7,7.1,650,700,30,30,NA,"MIX","MIXED SPECIES",8.4,1,210,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,864,9,0,0,2009-11-25 17:07:00,2009-11-25,"1707",2009-11-25 21:41:00,2009-11-25,"2141",2009-11-26 06:07:00,2009-11-26,"0607",2009-11-26 13:18:00,2009-11-26,"1318",27,0,"N",26,53,"N",26,56,"N",27,7,"N",92,59,"W",93,35,"W",93,36,"W",93,0,"W",77.3,76.4,75.9,76.2,4.6,0.5,7.2,"GOM",NA,"LIGHTSTICKS ARE SET OUT IN NO ORDER.  0.5 LOST TIME DUE TO PART OFF.","N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",864,NA,NA,NA,NA,NA,NA,26.9333333333333,-93.6,27.1166666666667,-93,27,-92.9833333333333,26.8833333333333,-93.5833333333333,2009-11-26,2009,11,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05319881439209,0.0537768341600895,21.0182838439941,-8.61208027345128e-05,1.13848473120015e-05,-3.94656344724353e-05,21.0129280090332,21.0061264038086,-4.13493537902832,0.117368318140507,0.213729202747345,0.0253607705235481,3.87642229426888e-09,0.0127390958368778,288438.53125,-1305.65112304688,0.606261625330499,2009-11-25 17:07:00,2009-11-25 21:41:00,2009-11-25 12:42:25,2009-11-25 23:21:08,4.56666666666667,3.83333333333333,0,0,270505.006734122,439707.532275039
276638,62782,2,"675",1,1,0,"02","PARTLY CLOUDY","15","040",3,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",34.8,7.4,850,880,30,30,NA,"MIX","MIXED SPECIES",5.6,1,204,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,840,11,0,0,2009-11-26 20:36:00,2009-11-26,"2036",2009-11-27 01:15:00,2009-11-27,"0115",2009-11-27 06:48:00,2009-11-27,"0648",2009-11-27 12:55:00,2009-11-27,"1255",26,44,"N",26,33,"N",26,33,"N",26,47,"N",93,56,"W",94,30,"W",94,30,"W",94,0,"W",76.1,76.6,76.2,76.1,4.7,0,6.1,"GOM",NA,NA,"N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",840,NA,NA,NA,NA,NA,NA,26.55,-94.5,26.7833333333333,-94,26.7333333333333,-93.9333333333333,26.55,-94.5,2009-11-27,2009,11,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0238399505615,0.0538515709340572,21.0180606842041,-1.49842553582857e-05,-4.08887244702782e-05,-4.95711392431986e-05,21.013277053833,21.0057678222656,-4.17779064178467,0.114395417273045,0.231396868824959,0.054888941347599,1.4331861253325e-09,0.000374495139112696,268392.65625,-1468.93322753906,0.699787821152877,2009-11-26 20:36:00,2009-11-27 01:15:00,2009-11-26 12:46:19,2009-11-26 23:25:25,2.82361111111111,2.77638888888889,0,0,177139.657545333,401271.387504263
276639,62782,3,"675",1,1,0,"02","PARTLY CLOUDY","5","150",2,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.4,7.2,850,880,30,30,NA,"MIX","MIXED SPECIES",9,1,204,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,840,6,0,0,2009-11-27 16:41:00,2009-11-27,"1641",2009-11-27 21:10:00,2009-11-27,"2110",2009-11-28 06:12:00,2009-11-28,"0612",2009-11-28 12:13:00,2009-11-28,"1213",26,42,"N",26,32,"N",26,35,"N",26,41,"N",94,4,"W",94,40,"W",94,40,"W",94,7,"W",74.4,75.2,77,76.4,4.5,0,6,"GOM",NA,NA,"N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",840,NA,NA,NA,NA,NA,NA,26.5833333333333,-94.6666666666667,26.6833333333333,-94.1166666666667,26.7,-94.0666666666667,26.5333333333333,-94.6666666666667,2009-11-28,2009,11,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90064334869385,0.0530265457928181,21.0177364349365,0.000104273021861445,-1.26167687994894e-05,-4.50100524176378e-05,21.0133075714111,21.0057735443115,-4.12965965270996,0.11601860076189,0.221873000264168,0.0227674972265959,5.54195711544025e-09,0.00230550859123468,267592.09375,-1566.92919921875,0.787948843261455,2009-11-27 16:41:00,2009-11-27 21:10:00,2009-11-27 12:47:36,2009-11-27 23:25:58,4.48333333333333,4.51666666666667,0,0,162573.479344811,397802.870972894
276640,62782,4,"675",1,1,0,"02","PARTLY CLOUDY","20","180",6,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.9,7,850,900,30,30,NA,"MIX","MIXED SPECIES",9.3,1,210,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,864,8,0,0,2009-11-28 16:50:00,2009-11-28,"1650",2009-11-28 21:29:00,2009-11-28,"2129",2009-11-29 06:49:00,2009-11-29,"0649",2009-11-29 13:47:00,2009-11-29,"1347",26,30,"N",26,24,"N",26,25,"N",26,34,"N",94,0,"W",94,35,"W",94,32,"W",93,59,"W",77.5,75.5,76.1,77,4.7,0,7,"GOM",NA,NA,"N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",864,NA,NA,NA,NA,NA,NA,26.4166666666667,-94.5333333333333,26.5666666666667,-93.9833333333333,26.5,-94,26.4,-94.5833333333333,2009-11-29,2009,11,0,0,0,0,10,11,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74831676483154,0.0529671795666218,21.0177116394043,0.000135276088258252,3.00396168313455e-05,-4.08074010920245e-05,21.0133323669434,21.0057964324951,-4.08983755111694,0.117358103394508,0.218272820115089,0.0268790554255247,9.61770041385535e-09,0.00873696152120829,285970.0625,-1697.16845703125,0.866608463085907,2009-11-28 16:50:00,2009-11-28 21:29:00,2009-11-28 12:47:38,2009-11-28 23:25:47,4.65,4.65,0,0,173328.25612005,381035.693450129
276641,62782,5,"675",1,1,0,"02","PARTLY CLOUDY","15","200",3,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32,6.8,850,900,30,30,NA,"MIX","MIXED SPECIES",7.6,1,210,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,864,7,0,0,2009-11-29 16:34:00,2009-11-29,"1634",2009-11-29 21:17:00,2009-11-29,"2117",2009-11-30 04:50:00,2009-11-30,"0450",2009-11-30 10:52:00,2009-11-30,"1052",26,36,"N",26,30,"N",26,30,"N",26,38,"N",94,2,"W",94,37,"W",94,36,"W",93,57,"W",76.4,77,76.8,75.9,4.7,0,6,"GOM",NA,NA,"N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",864,NA,NA,NA,NA,NA,NA,26.5,-94.6,26.6333333333333,-93.95,26.6,-94.0333333333333,26.5,-94.6166666666667,2009-11-30,2009,11,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81324982643127,0.0529928095638752,21.0176582336426,0.000111134417238645,1.38430107199383e-06,-4.65894336230122e-05,21.0132617950439,21.0057201385498,-4.02267503738403,0.114702872931957,0.210198938846588,0.0472025647759438,6.22252649407073e-09,0.00291902921162546,272413.25,-1621.19323730469,0.931070163675689,2009-11-29 16:34:00,2009-11-29 21:17:00,2009-11-29 12:48:39,2009-11-29 23:25:40,4.71666666666667,2.88333333333333,0,0,170644.417079347,390610.408277423
276642,62782,6,"675",1,1,0,"05","CONTINUOUS RAIN","20","070",7,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",32.4,7.2,850,860,30,30,NA,"MIX","MIXED SPECIES",9.8,1,210,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,864,14,0,0,2009-12-03 16:30:00,2009-12-03,"1630",2009-12-03 21:02:00,2009-12-03,"2102",2009-12-04 06:52:00,2009-12-04,"0652",2009-12-04 13:22:00,2009-12-04,"1322",26,38,"N",26,35,"N",26,33,"N",26,36,"N",94,10,"W",94,48,"W",94,48,"W",94,19,"W",75.3,73.5,74.4,75.5,4.5,0,6.5,"GOM",NA,NA,"N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",864,NA,NA,NA,NA,NA,NA,26.55,-94.8,26.6,-94.3166666666667,26.6333333333333,-94.1666666666667,26.5833333333333,-94.8,2009-12-04,2009,12,0,0,0,1,11,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9556360244751,0.0530551597476006,21.0173835754395,-3.32884847011883e-05,3.14540338877123e-05,-5.79207808186766e-05,21.0129451751709,21.0057411193848,-3.78219318389893,0.12272471934557,0.216097563505173,0.0316983908414841,1.07697695206355e-09,0.00454033073037863,262212.625,-1576.40209960938,0.96183216878843,2009-12-03 16:30:00,2009-12-03 21:02:00,2009-12-03 12:52:31,2009-12-03 23:26:34,4.53333333333333,5.26666666666667,0,0,148422.238360628,393905.186715714
276644,62782,8,"675",1,1,0,"02","PARTLY CLOUDY","20","100",5,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",34.3,7,1000,1100,30,30,NA,"MIX","MIXED SPECIES",8.5,1,210,1,450,0,NA,0,NA,0,NA,0,NA,1,7,0,NA,864,6,0,0,2009-12-06 17:16:00,2009-12-06,"1716",2009-12-06 22:09:00,2009-12-06,"2209",2009-12-07 06:39:00,2009-12-07,"0639",2009-12-07 11:51:00,2009-12-07,"1151",26,35,"N",26,21,"N",26,21,"N",26,29,"N",91,17,"W",91,3,"W",90,54,"W",91,10,"W",74.8,73.1,73.5,74.3,4.9,0,5.2,"GOM",NA,NA,"N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02058",1,"SQUID","03",864,NA,NA,NA,NA,NA,NA,26.35,-90.9,26.4833333333333,-91.1666666666667,26.5833333333333,-91.2833333333333,26.35,-91.05,2009-12-07,2009,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37889099121094,0.0539325587451458,21.0178203582764,0.00028429416124709,2.01649691007333e-05,-2.17237084143562e-05,21.0144290924072,21.0061378479004,-4.15002393722534,0.0162086598575115,0.347873330116272,0.127907946705818,4.05123579128031e-08,0.0697531700134277,295970.28125,-2100.5439453125,0.724055044242659,2009-12-06 17:16:00,2009-12-06 22:09:00,2009-12-06 12:40:38,2009-12-06 23:13:31,4.88333333333333,3.61666666666667,0,0,492326.889135333,388951.17888781
276652,62784,1,"675",1,1,0,"02","PARTLY CLOUDY","30","220",8,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",30.2,5.8,150,1850,28,28,NA,"MIX","MIXED SPECIES",9.6,1,102,1,300,0,NA,0,NA,0,NA,1,7,0,NA,0,NA,624,8,0,0,2010-03-01 17:21:00,2010-03-01,"1721",2010-03-01 22:31:00,2010-03-01,"2231",2010-03-02 08:04:00,2010-03-02,"0804",2010-03-02 14:16:00,2010-03-02,"1416",25,5,"N",24,58,"N",24,41,"N",24,25,"N",84,17,"W",84,48,"W",84,50,"W",84,39,"W",74.8,77.9,78.7,77.2,5.2,0,6.2,"GOM",NA,"SH = 00.  SQUID & MACKEREL RANDOMLY SET OUT. GREEN LIGHT STICKS SET OUT RANDOMLY.","N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02060",1,"SQUID","03",535,"MACKEREL","01",89,NA,NA,NA,24.6833333333333,-84.8333333333333,24.4166666666667,-84.65,25.0833333333333,-84.2833333333333,24.9666666666667,-84.8,2010-03-02,2010,3,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00579738616943,0.0537833236157894,21.0182113647461,-0.000161776042659767,-0.00049758335808292,-2.94835153908934e-05,21.0140972137451,21.0062618255615,-4.05420589447021,0.0285814460366964,0.202123075723648,0.134891256690025,1.37053362436745e-07,0.296066373586655,239171.25,-3405.67553710938,0.973972301304067,2010-03-01 17:21:00,2010-03-01 22:31:00,2010-03-01 12:02:35,2010-03-01 23:42:08,5.16666666666667,4.43333333333333,0,0,1160643.86435969,264315.597421976
276653,62784,2,"675",1,1,0,"02","PARTLY CLOUDY","15","330",3,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",24.8,5.9,175,1830,28,28,NA,"MIX","MIXED SPECIES",9.8,1,96,1,300,0,NA,0,NA,0,NA,1,7,0,NA,0,NA,588,23,0,0,2010-03-04 17:44:00,2010-03-04,"1744",2010-03-04 21:58:00,2010-03-04,"2158",2010-03-05 07:44:00,2010-03-05,"0744",2010-03-05 13:36:00,2010-03-05,"1336",25,30,"N",25,18,"N",24,56,"N",24,40,"N",84,27,"W",84,51,"W",84,54,"W",84,44,"W",72.8,74.3,75.2,74.2,4.2,0,5.9,"GOM",NA,"SH = 00.  GREEN & BLUE LIGHT STICKS SET RANDOMLY.","N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02060",1,"SQUID","03",588,NA,NA,NA,NA,NA,NA,24.9333333333333,-84.9,24.6666666666667,-84.7333333333333,25.5,-84.45,25.3,-84.85,2010-03-05,2010,3,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52387046813965,0.0538364760577679,21.0183811187744,-0.000161227391799912,-0.00071037927409634,1.08072499642731e-05,21.0149421691895,21.0065975189209,-4.09229755401611,0.0115329502150416,0.156366944313049,0.125260442495346,2.67093241745897e-07,0.218889385461807,266529,-3133.92016601562,0.76394341905233,2010-03-04 17:44:00,2010-03-04 21:58:00,2010-03-04 12:00:19,2010-03-04 23:43:51,4.23333333333333,5.56666666666667,0,0,1147276.88973484,297152.865609797
276654,62784,3,"675",1,1,0,"02","PARTLY CLOUDY","20","040",5,1,"61","NO GEAR DAMAGE WITH LESS THAN OR EQUAL TO 10% HOOKS LOST",19.8,5.5,500,700,28,28,NA,"MIX","MIXED SPECIES",7.7,1,85,1,258,0,NA,0,NA,0,NA,1,6,0,NA,0,NA,516,12,0,0,2010-03-05 22:32:00,2010-03-05,"2232",2010-03-06 02:06:00,2010-03-06,"0206",2010-03-06 09:50:00,2010-03-06,"0950",2010-03-06 13:55:00,2010-03-06,"1355",24,36,"N",24,46,"N",24,43,"N",24,38,"N",83,50,"W",84,8,"W",84,8,"W",83,58,"W",71.3,71.8,70.2,69.1,3.6,0,4.1,"GOM",NA,"SH = 00.  GREEN & BLUE LIGHT STICKS EVERY OTHER HOOK.","N",1,2016-08-01 05:40:05,1,2017-01-24 06:14:44,NA,"T02060",1,"SQUID","03",516,NA,NA,NA,NA,NA,NA,24.7166666666667,-84.1333333333333,24.6333333333333,-83.9666666666667,24.6,-83.8333333333333,24.7666666666667,-84.1333333333333,2010-03-06,2010,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0473642349243,0.0538389347493649,21.0153789520264,-6.27275585429743e-05,-3.82882462872658e-05,-8.06024909252301e-05,21.0112266540527,NA,-3.38013672828674,0.132944911718369,0.63970148563385,0.0903394818305969,2.81098655463552e-09,0.0571112185716629,187372.234375,-829.712524414062,0.667522474306644,2010-03-05 22:32:00,2010-03-06 02:06:00,2010-03-05 11:56:18,2010-03-05 23:41:41,1.16138888888889,6.53861111111111,0,0,1225668.78520711,260406.733697637
